Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Microstructure,Tick size COINBASE MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size COINBASE ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size COINBASE ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size UNISWAP ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size UNISWAP ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size QUICKSWAP ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size QUICKSWAP ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size ONEINCH ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size ONEINCH ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size KYBER ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size KYBER ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE BTC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE BTC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE ETH/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE ETH/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE MATIC/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE MATIC/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE SOL/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE SOL/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE BNB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE BNB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE XRP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE XRP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE DOGE/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE DOGE/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE ADA/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE ADA/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE OP/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE OP/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Microstructure,Tick size PANCAKE ARB/USDT,τ,Minimum price increment,USD,E,0.01,Venue-specific,Price precision
Microstructure,Lot size PANCAKE ARB/USDT,L,Minimum order quantity,base currency,E,0.001,Venue-specific,Quantity precision
Bitcoin,Block time,T_block,Average time between blocks,seconds,P,600,Target 10 minutes,Mining difficulty adjustment
Bitcoin,Halving interval,H_interval,Blocks between halvings,blocks,P,210000,Protocol parameter,Supply emission schedule
Bitcoin,Max supply,S_max,Maximum total supply,BTC,P,21000000,Protocol hardcap,Monetary policy
Ethereum,Slot time,T_slot,Time per beacon chain slot,seconds,P,12,Post-merge parameter,Consensus timing
Ethereum,Epoch slots,N_epoch,Slots per epoch,slots,P,32,Beacon chain parameter,Attestation window
Ethereum,Base fee adjustment,δ_base,EIP-1559 base fee adjustment factor,percentage,P,12.5,EIP-1559 parameter,Fee market dynamics
Polygon,Block time,T_block_poly,Average block time,seconds,P,2,PoS consensus target,Network throughput
Polygon,Checkpoint interval,N_checkpoint,Blocks per checkpoint,blocks,P,256,Security parameter,Finality mechanism
